activity__sum_values,activity__median,activity__mean,activity__length,activity__standard_deviation,activity__variance,activity__root_mean_square,activity__maximum,activity__absolute_maximum,activity__minimum
168469.0,0.0,116.99236297607422,1440.0,233.9931182861328,54752.77734375,261.6103820800781,1767.0,1767.0,0.0
213458.0,3.0,148.23472595214844,1440.0,237.5391845703125,56424.8671875,279.99713134765625,1509.0,1509.0,0.0
238928.0,30.0,165.92222595214844,1440.0,232.79580688476562,54193.890625,285.8742370605469,1824.0,1824.0,0.0
41248.0,0.0,28.64444351196289,1440.0,130.7782745361328,17102.958984375,133.8785400390625,1463.0,1463.0,0.0
85133.0,0.0,59.120140075683594,1440.0,120.80110931396484,14592.908203125,134.49200439453125,783.0,783.0,0.0
127493.0,14.0,88.53680419921875,1440.0,143.477294921875,20585.734375,168.59567260742188,1010.0,1010.0,0.0
176390.0,58.0,122.49305725097656,1440.0,161.27976989746094,26011.1640625,202.5233612060547,1146.0,1146.0,0.0
169505.0,46.0,117.71180725097656,1440.0,157.23463439941406,24722.728515625,196.41485595703125,1182.0,1182.0,0.0
167797.0,30.0,116.52569580078125,1440.0,165.6135711669922,27427.85546875,202.49961853027344,1042.0,1042.0,0.0
114044.0,5.5,79.19721984863281,1440.0,148.52532958984375,22059.7734375,168.321044921875,1725.0,1725.0,0.0
152055.0,40.5,105.59375,1440.0,142.1139678955078,20196.380859375,177.04920959472656,1111.0,1111.0,0.0
163923.0,50.5,113.83541870117188,1440.0,171.9794464111328,29576.927734375,206.24119567871094,1836.0,1836.0,0.0
122120.0,29.0,84.80555725097656,1440.0,133.8450927734375,17914.509765625,158.45028686523438,1182.0,1182.0,0.0
141049.0,49.0,97.95069122314453,1440.0,134.20985412597656,18012.28515625,166.1524200439453,1042.0,1042.0,0.0
131874.0,22.0,91.57917022705078,1440.0,143.41055297851562,20566.587890625,170.1567840576172,1300.0,1300.0,0.0
128363.0,14.5,89.14097595214844,1440.0,151.44798278808594,22936.490234375,175.7344512939453,1300.0,1300.0,0.0
133058.0,23.0,92.4013900756836,1440.0,139.3292236328125,19412.6328125,167.18447875976562,1221.0,1221.0,0.0
159460.0,45.0,110.73611450195312,1440.0,159.0630340576172,25301.046875,193.81314086914062,1221.0,1221.0,0.0
69373.0,0.0,48.17569351196289,1440.0,152.57164001464844,23278.103515625,159.9968719482422,2214.0,2214.0,0.0
227651.0,6.0,158.09097290039062,1440.0,278.481201171875,77551.78125,320.2257385253906,2214.0,2214.0,0.0
251992.0,120.0,174.99444580078125,1440.0,254.26730346679688,64651.859375,308.6663513183594,2839.0,2839.0,0.0
193848.0,8.0,134.61666870117188,1440.0,227.4967041015625,51754.75,264.3414306640625,1672.0,1672.0,0.0
228227.0,12.0,158.490966796875,1440.0,285.074462890625,81267.4453125,326.1699523925781,2080.0,2080.0,0.0
194142.0,3.0,134.82083129882812,1440.0,252.94361877441406,63980.47265625,286.6306457519531,2507.0,2507.0,0.0
133633.0,0.0,92.80069732666016,1440.0,195.82469177246094,38347.30859375,216.70089721679688,1725.0,1725.0,0.0
128891.0,0.0,89.50763702392578,1440.0,188.33961486816406,35471.8125,208.5268096923828,1474.0,1474.0,0.0
196184.0,3.0,136.2388916015625,1440.0,254.0719757080078,64552.5703125,288.2943115234375,1672.0,1672.0,0.0
109688.0,0.0,76.17222595214844,1440.0,203.93643188476562,41590.0703125,217.69769287109375,2080.0,2080.0,0.0
192427.0,0.0,133.62986755371094,1440.0,290.3825378417969,84322.015625,319.6544494628906,3022.0,3022.0,0.0
232323.0,77.5,161.33541870117188,1440.0,223.94528198242188,50151.48828125,276.00836181640625,2016.0,2016.0,0.0
106033.0,0.0,73.63402557373047,1440.0,152.89251708984375,23376.123046875,169.70001220703125,1182.0,1182.0,0.0
115517.0,0.0,80.22013854980469,1440.0,196.1787109375,38486.0859375,211.94659423828125,1780.0,1780.0,0.0
200798.0,5.0,139.44305419921875,1440.0,262.2055969238281,68751.78125,296.9783630371094,1725.0,1725.0,0.0
78814.0,0.0,54.7319450378418,1440.0,179.0983123779297,32076.203125,187.27464294433594,2016.0,2016.0,0.0
4047.0,0.0,2.8104166984558105,1440.0,42.261905670166016,1786.0687255859375,42.35525131225586,919.0,919.0,0.0
94.0,0.0,0.06527777761220932,1440.0,1.8615002632141113,3.4651832580566406,1.8626445531845093,64.0,64.0,0.0
0.0,0.0,0.0,1440.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1440.0,0.0,0.0,0.0,0.0,0.0,0.0
396.0,0.0,0.2750000059604645,1440.0,9.03308391571045,81.59661102294922,9.03726863861084,338.0,338.0,0.0
163198.0,33.0,113.33194732666016,1440.0,162.1311798095703,26286.51953125,197.81468200683594,1123.0,1123.0,0.0
217698.0,96.0,151.17916870117188,1440.0,193.91514587402344,37603.0859375,245.88255310058594,1583.0,1583.0,0.0
215087.0,84.0,149.365966796875,1440.0,201.18502807617188,40475.41796875,250.57057189941406,1684.0,1684.0,0.0
267126.0,142.0,185.50416564941406,1440.0,198.68309020996094,39474.97265625,271.8211975097656,1355.0,1355.0,0.0
117993.0,0.0,81.93958282470703,1440.0,153.0975799560547,23438.869140625,173.64608764648438,1196.0,1196.0,0.0
250265.0,36.0,173.79513549804688,1440.0,277.232177734375,76857.6796875,327.2039489746094,1849.0,1849.0,0.0
183511.0,3.0,127.43819427490234,1440.0,202.6642608642578,41072.8046875,239.40194702148438,1535.0,1535.0,0.0
196266.0,57.0,136.29583740234375,1440.0,205.6343231201172,42285.47265625,246.70230102539062,2160.0,2160.0,0.0
171381.0,37.0,119.01457977294922,1440.0,171.64382934570312,29461.603515625,208.86854553222656,1355.0,1355.0,0.0
201132.0,43.0,139.6750030517578,1440.0,216.31178283691406,46790.78515625,257.4876403808594,2031.0,2031.0,0.0
163552.0,0.0,113.57777404785156,1440.0,184.15121459960938,33911.66796875,216.35983276367188,1196.0,1196.0,0.0
202050.0,40.0,140.3125,1440.0,200.36257934570312,40145.1640625,244.60736083984375,1442.0,1442.0,0.0
174023.0,0.0,120.84930419921875,1440.0,204.47003173828125,41807.99609375,237.5132598876953,1738.0,1738.0,0.0
211308.0,62.0,146.74166870117188,1440.0,206.59288024902344,42680.6171875,253.404296875,1684.0,1684.0,0.0
53928.0,0.0,37.45000076293945,1440.0,151.50938415527344,22955.091796875,156.06919860839844,2094.0,2094.0,0.0
5045.0,0.0,3.503472328186035,1440.0,53.98316192626953,2914.181884765625,54.09672927856445,1234.0,1234.0,0.0
84.0,0.0,0.05833333358168602,1440.0,1.5681509971618652,2.459097385406494,1.5692355632781982,45.0,45.0,0.0
0.0,0.0,0.0,1440.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1440.0,0.0,0.0,0.0,0.0,0.0,0.0
329.0,0.0,0.22847221791744232,1440.0,6.387369155883789,40.798484802246094,6.391454696655273,213.0,213.0,0.0
211586.0,0.0,146.93472290039062,1440.0,249.1260986328125,62063.8125,289.2293701171875,1712.0,1712.0,0.0
294148.0,0.0,204.26943969726562,1440.0,320.9817810058594,103029.3125,380.4671936035156,2269.0,2269.0,0.0
276996.0,0.0,192.35833740234375,1440.0,303.9809875488281,92404.4453125,359.730712890625,2415.0,2415.0,0.0
246860.0,0.0,171.43055725097656,1440.0,309.1515197753906,95574.65625,353.5011901855469,2415.0,2415.0,0.0
258751.0,0.0,179.68820190429688,1440.0,360.1025085449219,129673.8125,402.4446105957031,3399.0,3399.0,0.0
261830.0,0.0,181.82638549804688,1440.0,336.4005126953125,113165.3125,382.395263671875,3195.0,3195.0,0.0
364557.0,148.5,253.16458129882812,1440.0,327.44659423828125,107221.265625,413.9004211425781,2570.0,2570.0,0.0
354116.0,156.0,245.9138946533203,1440.0,306.8505554199219,94157.265625,393.2313537597656,2003.0,2003.0,0.0
259625.0,0.0,180.29513549804688,1440.0,295.1958312988281,87140.578125,345.900146484375,2269.0,2269.0,0.0
268641.0,0.0,186.55624389648438,1440.0,327.4864196777344,107247.359375,376.89599609375,2570.0,2570.0,0.0
362772.0,61.5,251.9250030517578,1440.0,356.92950439453125,127398.6640625,436.880859375,2821.0,2821.0,0.0
295145.0,25.0,204.96180725097656,1440.0,312.4145812988281,97602.8671875,373.64715576171875,2492.0,2492.0,0.0
407951.0,121.0,283.29931640625,1440.0,383.1001892089844,146765.765625,476.47064208984375,4490.0,4490.0,0.0
221410.0,0.0,153.75694274902344,1440.0,280.3763732910156,78610.9140625,319.7688293457031,2735.0,2735.0,0.0
184610.0,0.0,128.20138549804688,1440.0,300.9280090332031,90557.671875,327.0982360839844,2651.0,2651.0,0.0
5155.0,0.0,3.5798611640930176,1440.0,54.57126998901367,2978.023681640625,54.68855667114258,1212.0,1212.0,0.0
93.0,0.0,0.06458333134651184,1440.0,1.8033521175384521,3.2520790100097656,1.8045082092285156,60.0,60.0,0.0
0.0,0.0,0.0,1440.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1440.0,0.0,0.0,0.0,0.0,0.0,0.0
554.0,0.0,0.3847222328186035,1440.0,10.63167667388916,113.03253936767578,10.63863468170166,346.0,346.0,0.0
134227.0,3.0,93.21319580078125,1440.0,202.24264526367188,40902.08984375,222.6898956298828,1571.0,1571.0,0.0
177259.0,24.0,123.09652709960938,1440.0,206.97715759277344,42839.54296875,240.81590270996094,1839.0,1839.0,0.0
241657.0,1.5,167.81736755371094,1440.0,323.6358947753906,104740.1875,364.5584411621094,2084.0,2084.0,0.0
146472.0,3.0,101.71666717529297,1440.0,186.9259490966797,34941.3125,212.80882263183594,1571.0,1571.0,0.0
141691.0,0.0,98.39653015136719,1440.0,185.67247009277344,34474.265625,210.13363647460938,1726.0,1726.0,0.0
118772.0,0.0,82.48055267333984,1440.0,150.29884338378906,22589.7421875,171.4432373046875,1076.0,1076.0,0.0
194771.0,28.0,135.2576446533203,1440.0,233.3779754638672,54465.27734375,269.7404479980469,1958.0,1958.0,0.0
202126.0,31.0,140.3652801513672,1440.0,219.33460998535156,48107.671875,260.4036865234375,1726.0,1726.0,0.0
167994.0,4.0,116.6624984741211,1440.0,196.66159057617188,38675.78125,228.66114807128906,1386.0,1386.0,0.0
138441.0,10.0,96.13957977294922,1440.0,171.09609985351562,29273.873046875,196.25669860839844,1342.0,1342.0,0.0
126621.0,0.0,87.9312515258789,1440.0,153.22218322753906,23477.0390625,176.6605224609375,1076.0,1076.0,0.0
120117.0,0.0,83.41458129882812,1440.0,151.05987548828125,22819.083984375,172.56036376953125,1076.0,1076.0,0.0
83889.0,0.0,58.256248474121094,1440.0,119.6652603149414,14319.775390625,133.09231567382812,1043.0,1043.0,0.0
117728.0,0.0,81.75555419921875,1440.0,148.2209930419922,21969.46484375,169.27325439453125,1183.0,1183.0,0.0
192119.0,9.0,133.4159698486328,1440.0,218.09564208984375,47565.7109375,255.66685485839844,1386.0,1386.0,0.0
48753.0,0.0,33.85625076293945,1440.0,131.6685028076172,17336.59375,135.9516143798828,979.0,979.0,0.0
2002.0,0.0,1.3902777433395386,1440.0,21.60074234008789,466.59210205078125,21.645437240600586,424.0,424.0,0.0
79273.0,0.0,55.05069351196289,1440.0,137.57904052734375,18927.994140625,148.18426513671875,1620.0,1620.0,0.0
180453.0,34.0,125.31458282470703,1440.0,185.32989501953125,34347.16796875,223.72061157226562,1221.0,1221.0,0.0
126295.0,0.0,87.70486450195312,1440.0,155.00192260742188,24025.59765625,178.09474182128906,1384.0,1384.0,0.0
104172.0,0.0,72.34166717529297,1440.0,155.83909606933594,24285.82421875,171.8113555908203,1042.0,1042.0,0.0
96062.0,0.0,66.70972442626953,1440.0,142.6136016845703,20338.640625,157.44468688964844,1076.0,1076.0,0.0
113367.0,0.0,78.72708129882812,1440.0,175.43313598632812,30776.783203125,192.28814697265625,1725.0,1725.0,0.0
97119.0,0.0,67.4437484741211,1440.0,141.0399627685547,19892.26953125,156.3359375,1474.0,1474.0,0.0
116694.0,9.0,81.0374984741211,1440.0,137.3456573486328,18863.830078125,159.470703125,1076.0,1076.0,0.0
133683.0,21.0,92.83541870117188,1440.0,161.7572784423828,26165.416015625,186.50424194335938,1300.0,1300.0,0.0
88177.0,0.0,61.23402786254883,1440.0,138.6728057861328,19230.146484375,151.5907440185547,1341.0,1341.0,0.0
171253.0,14.0,118.92569732666016,1440.0,206.8516387939453,42787.6015625,238.60202026367188,2430.0,2430.0,0.0
150839.5,3.0,104.74964904785156,1440.0,193.95120239257812,37617.0703125,220.43038940429688,1221.0,1221.0,0.0
136040.0,11.0,94.47222137451172,1440.0,158.994873046875,25279.369140625,184.94424438476562,1260.0,1260.0,0.0
163606.0,18.0,113.61528015136719,1440.0,187.40773010253906,35121.65625,219.1576690673828,1341.0,1341.0,0.0
32864.0,0.0,22.822221755981445,1440.0,118.62664031982422,14072.2802734375,120.80204772949219,1620.0,1620.0,0.0
44079.0,0.0,30.610416412353516,1440.0,88.5318603515625,7837.89013671875,93.67437744140625,930.0,930.0,0.0
97525.0,3.0,67.72569274902344,1440.0,120.24051666259766,14457.7822265625,138.0019989013672,1159.0,1159.0,0.0
92100.0,11.0,63.95833206176758,1440.0,115.49961853027344,13340.162109375,132.02587890625,1089.0,1089.0,0.0
85765.0,2.0,59.55902862548828,1440.0,116.7534408569336,13631.3662109375,131.0673370361328,959.0,959.0,0.0
76734.0,0.0,53.287498474121094,1440.0,113.31305694580078,12839.849609375,125.21743774414062,1196.0,1196.0,0.0
73012.0,0.0,50.70277786254883,1440.0,103.96939086914062,10809.6337890625,115.67369842529297,990.0,990.0,0.0
88740.0,7.0,61.625,1440.0,116.45098876953125,13560.8330078125,131.75155639648438,930.0,930.0,0.0
81479.0,0.0,56.582637786865234,1440.0,112.16297149658203,12580.5322265625,125.62693786621094,1022.0,1022.0,0.0
80205.0,5.0,55.69791793823242,1440.0,101.61322021484375,10325.24609375,115.87710571289062,930.0,930.0,0.0
111350.0,15.5,77.32638549804688,1440.0,139.2328643798828,19385.791015625,159.26443481445312,1793.0,1793.0,0.0
72632.0,2.5,50.43888854980469,1440.0,96.92435455322266,9394.330078125,109.2630386352539,873.0,873.0,0.0
69130.0,8.0,48.00694274902344,1440.0,92.58692932128906,8572.33984375,104.29289245605469,1196.0,1196.0,0.0
87246.0,9.0,60.587501525878906,1440.0,106.53312683105469,11349.306640625,122.55672454833984,959.0,959.0,0.0
91509.0,20.0,63.547916412353516,1440.0,111.50543212890625,12433.4609375,128.34251403808594,901.0,901.0,0.0
86882.0,0.0,60.334720611572266,1440.0,159.0693817138672,25303.06640625,170.12744140625,1684.0,1684.0,0.0
142719.0,0.0,99.11042022705078,1440.0,202.906982421875,41171.24609375,225.81878662109375,1560.0,1560.0,0.0
328137.0,64.0,227.87290954589844,1440.0,308.7829284667969,95346.890625,383.7615966796875,1822.0,1822.0,0.0
429120.0,137.0,298.0,1440.0,389.3674011230469,151606.984375,490.3172302246094,3712.0,3712.0,0.0
412002.0,86.0,286.11248779296875,1440.0,381.79461669921875,145767.140625,477.1032409667969,2263.0,2263.0,0.0
371517.0,90.5,257.9979248046875,1440.0,373.3363037109375,139379.984375,453.8092956542969,4333.0,4333.0,0.0
426127.0,28.0,295.9215393066406,1440.0,506.321044921875,256361.0,586.4559326171875,4073.0,4073.0,0.0
441231.0,45.0,306.4104309082031,1440.0,445.3858337402344,198368.53125,540.60693359375,2642.0,2642.0,0.0
380646.0,57.0,264.3374938964844,1440.0,389.0434265136719,151354.78125,470.3499755859375,2407.0,2407.0,0.0
390473.0,65.0,271.16180419921875,1440.0,374.9255676269531,140569.171875,462.7071533203125,1880.0,1880.0,0.0
428197.0,81.0,297.3590393066406,1440.0,427.2005615234375,182500.328125,520.5023803710938,3599.0,3599.0,0.0
458336.0,141.0,318.28887939453125,1440.0,401.4566650390625,161167.453125,512.3234252929688,2000.0,2000.0,0.0
423706.0,151.0,294.2402648925781,1440.0,359.61865234375,129325.578125,464.653564453125,1880.0,1880.0,0.0
361060.0,122.0,250.73611450195312,1440.0,328.41558837890625,107856.796875,413.1893005371094,2000.0,2000.0,0.0
350746.0,20.5,243.5736083984375,1440.0,349.98468017578125,122489.28125,426.4005126953125,2263.0,2263.0,0.0
269915.0,0.0,187.44097900390625,1440.0,351.2218017578125,123356.7578125,398.1091003417969,2194.0,2194.0,0.0
121987.0,0.0,84.71319580078125,1440.0,176.43869018554688,31130.61328125,195.72158813476562,1250.0,1250.0,0.0
250525.0,60.0,173.97569274902344,1440.0,256.8068542480469,65949.7578125,310.1891174316406,1942.0,1942.0,0.0
249571.0,50.0,173.31320190429688,1440.0,283.50299072265625,80373.953125,332.2821350097656,3296.0,3296.0,0.0
222219.0,3.0,154.31875610351562,1440.0,268.806640625,72257.0078125,309.95367431640625,2415.0,2415.0,0.0
196233.0,25.0,136.27291870117188,1440.0,225.53173828125,50864.56640625,263.5049743652344,1659.0,1659.0,0.0
255182.0,57.0,177.209716796875,1440.0,251.48338317871094,63243.890625,307.6478271484375,1509.0,1509.0,0.0
271402.0,48.0,188.47361755371094,1440.0,289.787353515625,83976.7109375,345.6863098144531,2199.0,2199.0,0.0
208026.0,57.0,144.46249389648438,1440.0,217.44546508789062,47282.52734375,261.05926513671875,2066.0,2066.0,0.0
206157.0,41.0,143.16458129882812,1440.0,222.7252197265625,49606.5234375,264.7690124511719,1712.0,1712.0,0.0
238607.0,48.0,165.69931030273438,1440.0,253.56243896484375,64293.91015625,302.9029235839844,1607.0,1607.0,0.0
231486.0,37.5,160.75416564941406,1440.0,244.4854278564453,59773.12109375,292.6004638671875,1659.0,1659.0,0.0
218314.5,57.0,151.60728454589844,1440.0,226.89794921875,51482.6796875,272.8872375488281,1659.0,1659.0,0.0
216144.0,73.0,150.10000610351562,1440.0,203.05960083007812,41233.19921875,252.51377868652344,1558.0,1558.0,0.0
261028.0,57.0,181.26943969726562,1440.0,288.4609069824219,83209.6953125,340.68798828125,2131.0,2131.0,0.0
92018.0,0.0,63.901390075683594,1440.0,189.23019409179688,35808.06640625,199.72845458984375,1824.0,1824.0,0.0
127738.0,0.0,88.70694732666016,1440.0,173.8215789794922,30213.939453125,195.14830017089844,1178.0,1178.0,0.0
173724.0,0.0,120.64167022705078,1440.0,188.6350860595703,35583.1953125,223.91427612304688,1379.0,1379.0,0.0
184712.0,0.0,128.272216796875,1440.0,205.9188995361328,42402.59375,242.60328674316406,1423.0,1423.0,0.0
262384.0,79.0,182.2111053466797,1440.0,242.6388702392578,58873.62109375,303.4378356933594,1564.0,1564.0,0.0
176363.0,24.0,122.47430419921875,1440.0,179.33660888671875,32161.619140625,217.1671600341797,1178.0,1178.0,0.0
167436.0,0.0,116.2750015258789,1440.0,237.49903869628906,56405.79296875,264.43463134765625,3974.0,3974.0,0.0
257402.0,94.0,178.7513885498047,1440.0,218.24171447753906,47629.44921875,282.1019592285156,1295.0,1295.0,0.0
209035.0,24.0,145.16319274902344,1440.0,250.5758514404297,62788.25390625,289.58697509765625,1886.0,1886.0,0.0
171978.0,0.0,119.42916870117188,1440.0,215.85211181640625,46592.1328125,246.68899536132812,1295.0,1295.0,0.0
215420.0,44.0,149.59722900390625,1440.0,217.5496063232422,47327.83203125,264.0211486816406,1515.0,1515.0,0.0
80791.0,0.0,56.104862213134766,1440.0,124.17462921142578,15419.337890625,136.26112365722656,1039.0,1039.0,0.0
210466.0,33.0,146.15695190429688,1440.0,262.64825439453125,68984.109375,300.5760498046875,3405.0,3405.0,0.0
